18-2-8-8-16_4-1-2-2-16-0.5,0.020114236,0.033331502
24-4-9-8-16_4-1-2-2-16-0.5,0.020341821,0.033637658
18-5-10-8-16_4-1-2-2-16-0.5,0.01997733,0.033100102
18-4-8-8-16_4-1-2-2-16-0.95,0.023494488,0.036568
18-5-10-8-16_4-1-2-2-16-0.9,0.04509833,0.050931275
18-3-10-8-16_4-1-2-2-16-0.75,0.020132903,0.033196412
18-4-8-8-16_4-1-2-2-16-0.75,0.020316765,0.033623084
18-2-8-8-16_4-1-2-2-16-0.9,0.025722062,0.035930812
18-2-9-8-16_4-1-2-2-16-0.5,0.020314192,0.033329185
24-5-8-8-16_4-1-2-2-16-0.9,0.020806435,0.03323124
24-2-9-8-16_4-1-2-2-16-0.9,0.020242395,0.033115696
24-4-10-8-16_4-1-2-2-16-0.5,0.020753259,0.034053534
18-2-9-8-16_4-1-2-2-16-0.9,0.03306339,0.040616702
18-2-10-8-16_4-1-2-2-16-0.5,0.020373542,0.03367691
24-5-8-8-16_4-1-2-2-16-0.5,0.020179208,0.03333337
18-4-9-8-16_4-1-2-2-16-0.95,0.021937206,0.033374283
24-3-8-8-16_4-1-2-2-16-0.75,0.020506795,0.033906456
24-5-9-8-16_4-1-2-2-16-0.9,0.021089884,0.034564093
18-5-8-8-16_4-1-2-2-16-0.5,0.020912372,0.033986244
18-4-9-8-16_4-1-2-2-16-0.75,0.02091599,0.03425513
24-2-8-8-16_4-1-2-2-16-0.5,0.02033922,0.03342627
24-5-9-8-16_4-1-2-2-16-0.5,0.020615121,0.033959728
18-4-10-8-16_4-1-2-2-16-0.95,0.03195498,0.041386675
18-5-9-8-16_4-1-2-2-16-0.5,0.020714434,0.034135133
24-5-10-8-16_4-1-2-2-16-0.9,0.021687718,0.033384573
24-2-9-8-16_4-1-2-2-16-0.5,0.020778429,0.0342559
18-4-10-8-16_4-1-2-2-16-0.75,0.020171994,0.033449702
24-4-9-8-16_4-1-2-2-16-0.95,0.020650744,0.03326904
18-2-10-8-16_4-1-2-2-16-0.9,0.020725647,0.03410568
24-4-8-8-16_4-1-2-2-16-0.95,0.020855092,0.033738777
24-2-10-8-16_4-1-2-2-16-0.9,0.020475952,0.03345006
24-2-10-8-16_4-1-2-2-16-0.5,0.020541225,0.033807434
18-5-10-8-16_4-1-2-2-16-0.5,0.020532936,0.03386309
24-5-10-8-16_4-1-2-2-16-0.5,0.02048928,0.033541374
18-2-8-8-16_4-1-2-2-16-0.95,0.020151716,0.033190362
24-4-8-8-16_4-1-2-2-16-0.75,0.020095337,0.033230457
18-3-8-8-16_4-1-2-2-16-0.5,0.020333476,0.033584364
18-2-8-8-16_4-1-2-2-16-0.5,0.019997593,0.033126652
24-2-8-8-16_4-1-2-2-16-0.9,0.020219045,0.033038862
24-5-8-8-16_4-1-2-2-16-0.5,0.020951811,0.03446238
18-3-9-8-16_4-1-2-2-16-0.5,0.020195108,0.033637125
24-3-9-8-16_4-1-2-2-16-0.75,0.020223254,0.033210844
24-4-9-8-16_4-1-2-2-16-0.75,0.020193389,0.033220526
18-2-9-8-16_4-1-2-2-16-0.5,0.02016561,0.033430092
24-5-9-8-16_4-1-2-2-16-0.5,0.020258885,0.033222027
18-2-9-8-16_4-1-2-2-16-0.95,0.020035395,0.033096362
18-3-10-8-16_4-1-2-2-16-0.5,0.020061111,0.03332937
24-2-9-8-16_4-1-2-2-16-0.9,0.028919276,0.038317215
18-2-10-8-16_4-1-2-2-16-0.5,0.020307612,0.033589985
24-4-10-8-16_4-1-2-2-16-0.75,0.020658474,0.034040056
18-3-8-8-16_4-1-2-2-16-0.9,0.020334542,0.032897826
24-3-8-8-16_4-1-2-2-16-0.5,0.02070644,0.03396942
24-4-10-8-16_4-1-2-2-16-0.95,0.020430557,0.033223156
24-3-10-8-16_4-1-2-2-16-0.75,0.025907088,0.037924
24-5-10-8-16_4-1-2-2-16-0.5,0.02052415,0.033507742
24-2-8-8-16_4-1-2-2-16-0.5,0.020783763,0.034157485
24-2-10-8-16_4-1-2-2-16-0.9,0.022520436,0.03434957
24-4-9-8-16_4-1-2-2-16-0.95,0.020347277,0.033271544
24-3-9-8-16_4-1-2-2-16-0.5,0.020790048,0.033950627
18-4-8-8-16_4-1-2-2-16-0.75,0.020377984,0.03382828
18-5-8-8-16_4-1-2-2-16-0.75,0.020134019,0.033264335
18-2-10-8-16_4-1-2-2-16-0.95,0.020305533,0.033161283
24-4-10-8-16_4-1-2-2-16-0.95,0.022730224,0.03435152
18-2-8-8-16_4-1-2-2-16-0.75,0.020235062,0.0335298
24-2-9-8-16_4-1-2-2-16-0.5,0.021005817,0.034304004
24-3-10-8-16_4-1-2-2-16-0.5,0.020345394,0.033417486
18-3-8-8-16_4-1-2-2-16-0.9,0.02286968,0.03498865
18-4-9-8-16_4-1-2-2-16-0.75,0.020962188,0.034523483
18-5-8-8-16_4-1-2-2-16-0.95,0.02009223,0.033054244
18-5-9-8-16_4-1-2-2-16-0.75,0.019972105,0.03297129
18-4-8-8-16_4-1-2-2-16-0.5,0.020108303,0.033246662
18-3-9-8-16_4-1-2-2-16-0.9,0.02043186,0.033499073
18-2-9-8-16_4-1-2-2-16-0.75,0.020375341,0.033553954
18-5-10-8-16_4-1-2-2-16-0.75,0.020605799,0.034021936
18-4-10-8-16_4-1-2-2-16-0.75,0.02018648,0.033165995
24-2-10-8-16_4-1-2-2-16-0.5,0.02064291,0.033861868
18-4-9-8-16_4-1-2-2-16-0.5,0.020544533,0.0337128
18-2-10-8-16_4-1-2-2-16-0.75,0.020513402,0.033897698
24-5-8-8-16_4-1-2-2-16-0.75,0.020699475,0.0339145
18-3-8-8-16_4-1-2-2-16-0.5,0.019919705,0.032957528
18-4-10-8-16_4-1-2-2-16-0.5,0.02057117,0.033828784
18-5-8-8-16_4-1-2-2-16-0.95,0.020183533,0.03326861
24-4-8-8-16_4-1-2-2-16-0.75,0.020997101,0.034546997
24-4-8-8-16_4-1-2-2-16-0.5,0.020147542,0.033210017
24-5-9-8-16_4-1-2-2-16-0.75,0.020320643,0.033446554
24-2-8-8-16_4-1-2-2-16-0.75,0.021182619,0.034766458
18-3-9-8-16_4-1-2-2-16-0.5,0.020311143,0.033573173
18-5-9-8-16_4-1-2-2-16-0.95,0.03347654,0.043562047
18-3-9-8-16_4-1-2-2-16-0.9,0.02056415,0.03330899
24-4-9-8-16_4-1-2-2-16-0.5,0.02017692,0.033271577
24-2-8-8-16_4-1-2-2-16-0.95,0.020409385,0.033016276
18-5-9-8-16_4-1-2-2-16-0.95,0.020195812,0.032934956
24-4-9-8-16_4-1-2-2-16-0.75,0.020233849,0.033410225
18-5-10-8-16_4-1-2-2-16-0.95,0.024960332,0.036001313
18-3-10-8-16_4-1-2-2-16-0.5,0.022196824,0.03367644
18-3-10-8-16_4-1-2-2-16-0.9,0.020393465,0.0334791
24-5-10-8-16_4-1-2-2-16-0.75,0.020194266,0.033311658
24-2-9-8-16_4-1-2-2-16-0.75,0.020780666,0.034248423
24-4-10-8-16_4-1-2-2-16-0.5,0.021198545,0.034756385
24-4-10-8-16_4-1-2-2-16-0.75,0.020756643,0.034032382
18-5-8-8-16_4-1-2-2-16-0.5,0.020077366,0.033144735
24-2-10-8-16_4-1-2-2-16-0.75,0.020229515,0.033447254
18-2-8-8-16_4-1-2-2-16-0.75,0.019933995,0.033015907
24-3-8-8-16_4-1-2-2-16-0.5,0.02945236,0.03901065
24-5-8-8-16_4-1-2-2-16-0.95,0.02306359,0.035211626
18-5-9-8-16_4-1-2-2-16-0.5,0.020391826,0.03356377
18-5-8-8-16_4-1-2-2-16-0.75,0.021046141,0.03384686
18-2-9-8-16_4-1-2-2-16-0.75,0.025426853,0.03514627
18-3-8-8-16_4-1-2-2-16-0.75,0.020212952,0.033497304
24-3-9-8-16_4-1-2-2-16-0.5,0.020334607,0.033427082
24-5-9-8-16_4-1-2-2-16-0.95,0.020807449,0.034324516
18-3-10-16-16_4-1-2-2-16-0.5,0.02025876,0.03332006
18-3-10-8-16_4-1-2-2-16-0.9,0.020693647,0.033114485
18-2-10-8-16_4-1-2-2-16-0.75,0.020386884,0.033734318
18-5-10-8-16_4-1-2-2-16-0.95,0.020608123,0.033080395
18-3-9-8-16_4-1-2-2-16-0.75,0.020288693,0.03332929
18-5-9-8-16_4-1-2-2-16-0.75,0.0234938,0.035495706
24-3-10-8-16_4-1-2-2-16-0.5,0.021451425,0.03483151
24-3-8-16-16_4-1-2-2-16-0.5,0.020075293,0.033275902
24-3-8-8-16_4-1-2-2-16-0.9,0.02023663,0.033711296
24-2-9-8-16_4-1-2-2-16-0.95,0.020327166,0.033444855
24-2-8-8-16_4-1-2-2-16-0.75,0.022613108,0.0342708
18-4-8-8-16_4-1-2-2-16-0.5,0.023898087,0.038370818
24-3-9-16-16_4-1-2-2-16-0.5,0.020407835,0.033459
18-3-10-8-16_4-1-2-2-16-0.75,0.020865113,0.03420837
18-5-10-8-16_4-1-2-2-16-0.75,0.020065794,0.03306443
24-3-8-8-16_4-1-2-2-16-0.9,0.023830596,0.037269093
24-3-10-16-16_4-1-2-2-16-0.5,0.020137299,0.03332778
18-4-9-8-16_4-1-2-2-16-0.5,0.02092254,0.034287386
24-3-9-8-16_4-1-2-2-16-0.9,0.020138763,0.03325863
24-5-8-8-16_4-1-2-2-16-0.75,0.020584945,0.03393022
18-4-8-16-16_4-1-2-2-16-0.5,0.019927356,0.03315633
24-3-8-8-16_4-1-2-2-16-0.75,0.02014928,0.033131674
18-4-10-8-16_4-1-2-2-16-0.5,0.020337071,0.033694245
18-4-9-16-16_4-1-2-2-16-0.5,0.019905217,0.032971777
24-5-8-8-16_4-1-2-2-16-0.95,0.0203478,0.033271022
18-4-10-16-16_4-1-2-2-16-0.5,0.02017778,0.033401534
24-2-10-8-16_4-1-2-2-16-0.95,0.020403858,0.033485502
24-2-9-8-16_4-1-2-2-16-0.75,0.020610835,0.03375756
24-5-9-8-16_4-1-2-2-16-0.75,0.02339341,0.035083275
24-5-10-8-16_4-1-2-2-16-0.95,0.020319074,0.03245987
24-4-8-8-16_4-1-2-2-16-0.5,0.020175504,0.033266477
24-3-9-8-16_4-1-2-2-16-0.75,0.020696545,0.034154564
24-4-8-16-16_4-1-2-2-16-0.5,0.0203044,0.033540286
18-2-8-16-16_4-1-2-2-16-0.5,0.019913277,0.033300824
24-4-9-16-16_4-1-2-2-16-0.5,0.020224366,0.03335777
24-2-9-16-16_4-1-2-2-16-0.5,0.020507684,0.033694394
24-5-10-8-16_4-1-2-2-16-0.75,0.021883028,0.034015954
24-3-10-8-16_4-1-2-2-16-0.75,0.020408373,0.03369403
24-2-10-8-16_4-1-2-2-16-0.75,0.020742942,0.03411079
24-3-10-8-16_4-1-2-2-16-0.9,0.020987961,0.034545008
18-2-9-16-16_4-1-2-2-16-0.5,0.020056617,0.033435203
18-2-8-16-16_4-1-2-2-16-0.75,0.019916933,0.033206627
24-3-9-8-16_4-1-2-2-16-0.9,0.020423045,0.033218868
24-4-10-16-16_4-1-2-2-16-0.5,0.020415474,0.03377524
18-2-9-16-16_4-1-2-2-16-0.75,0.020255892,0.033350963
18-2-10-16-16_4-1-2-2-16-0.5,0.020048317,0.033388253
18-5-8-16-16_4-1-2-2-16-0.5,0.019867403,0.033155613
24-2-10-16-16_4-1-2-2-16-0.5,0.02006263,0.033198755
18-3-8-8-16_4-1-2-2-16-0.75,0.021503367,0.034321424
18-2-10-16-16_4-1-2-2-16-0.75,0.020099228,0.033052117
18-5-9-16-16_4-1-2-2-16-0.5,0.020345628,0.03374439
18-3-8-16-16_4-1-2-2-16-0.5,0.020451365,0.033720132
24-2-8-16-16_4-1-2-2-16-0.5,0.020193493,0.033489425
24-5-9-8-16_4-1-2-2-16-0.95,0.020461382,0.033428945
18-2-8-8-16_4-1-2-2-16-0.9,0.02004614,0.033265047
18-3-9-8-16_4-1-2-2-16-0.75,0.02046332,0.033746637
18-3-8-8-16_4-1-2-2-16-0.95,0.020294545,0.03317197
18-3-9-16-16_4-1-2-2-16-0.5,0.019936252,0.033205725
24-2-8-16-16_4-1-2-2-16-0.75,0.020300373,0.033660572
24-2-9-16-16_4-1-2-2-16-0.5,0.020208942,0.033229157
18-5-10-16-16_4-1-2-2-16-0.5,0.019928373,0.03311162
18-5-10-16-16_4-1-2-2-16-0.75,0.020160297,0.033277974
18-2-9-8-16_4-1-2-2-16-0.9,0.020197978,0.0332302
18-3-10-16-16_4-1-2-2-16-0.5,0.020285998,0.03340146
24-2-9-16-16_4-1-2-2-16-0.75,0.020161936,0.033369847
24-5-8-16-16_4-1-2-2-16-0.5,0.020062188,0.03333382
24-2-10-16-16_4-1-2-2-16-0.5,0.020388866,0.03372701
24-2-10-16-16_4-1-2-2-16-0.75,0.02003598,0.033174075
24-5-9-16-16_4-1-2-2-16-0.5,0.02046955,0.033588976
24-3-8-16-16_4-1-2-2-16-0.5,0.019961018,0.03300102
18-3-8-16-16_4-1-2-2-16-0.5,0.019970192,0.033201363
18-4-8-8-16_4-1-2-2-16-0.9,0.020102773,0.033012766
24-3-10-8-16_4-1-2-2-16-0.9,0.020519096,0.033350352
18-2-10-8-16_4-1-2-2-16-0.9,0.020699928,0.033870544
18-3-8-16-16_4-1-2-2-16-0.75,0.019781534,0.03316158
18-3-9-16-16_4-1-2-2-16-0.5,0.019995596,0.033059366
24-5-10-16-16_4-1-2-2-16-0.5,0.020427842,0.033712912
24-5-8-16-16_4-1-2-2-16-0.75,0.020196747,0.03339131
24-3-9-16-16_4-1-2-2-16-0.5,0.020425806,0.033559848
18-4-9-8-16_4-1-2-2-16-0.9,0.02038274,0.03352844
24-5-9-16-16_4-1-2-2-16-0.75,0.020284537,0.03348547
18-2-8-16-16_4-1-2-2-16-0.5,0.020045852,0.03328151
18-3-9-16-16_4-1-2-2-16-0.75,0.02010207,0.033339314
18-4-8-8-16_4-1-2-2-16-0.9,0.04493321,0.05692478
18-2-9-16-16_4-1-2-2-16-0.5,0.020304844,0.03341786
18-4-10-8-16_4-1-2-2-16-0.9,0.020664806,0.03410335
24-3-10-16-16_4-1-2-2-16-0.5,0.02043012,0.03367553
18-3-9-8-16_4-1-2-2-16-0.95,0.020581182,0.033051513
24-5-10-16-16_4-1-2-2-16-0.75,0.020794937,0.03428508
24-4-9-16-16_4-1-2-2-16-0.75,0.029294107,0.03897902
18-3-10-16-16_4-1-2-2-16-0.75,0.020642627,0.03404816
24-2-8-8-16_4-1-2-2-16-0.9,0.020124504,0.033374887
18-4-8-16-16_4-1-2-2-16-0.5,0.020086026,0.033430148
18-2-10-16-16_4-1-2-2-16-0.5,0.020485545,0.03364346
18-2-8-16-16_4-1-2-2-16-0.75,0.020041572,0.03249637
24-5-10-8-16_4-1-2-2-16-0.95,0.020599276,0.03299316
24-4-10-16-16_4-1-2-2-16-0.75,0.022234058,0.034412593
24-4-8-8-16_4-1-2-2-16-0.9,0.020545319,0.03389548
18-4-9-8-16_4-1-2-2-16-0.9,0.030051205,0.03848476
24-3-8-16-16_4-1-2-2-16-0.75,0.020643452,0.034103625
18-4-8-16-16_4-1-2-2-16-0.9,0.019994147,0.033228368
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
4-2-2-4-16_4-1-2-2-16-0.5,0.9791853,1.0489607
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
model,MAE,RMSE
18-4-8-4-16_4-1-2-2-16-0.5,0.020694686,0.034030918
model,MAE,RMSE
model,MAE,RMSE
